Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
superWild_4,,,,2019-08-10 23:54:37,2019-08-10 23:58:10,3m - 32.781s,PASSED
,,,,,,,
Test Cases/M4-Game/Super_Wild/4_Multiplier_CALL,,"https://staroad.atlassian.net/wiki/spaces/IPD/pages/461176986/NuRgs+API+Features+Use-case+M4-0012+Super+Wilds

#1 situation",,2019-08-10 23:54:37,2019-08-11 00:00:41,6m - 3.770s,PASSED
Multiplier = new java.util.ArrayList(),,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
"Multiplier.add(""wild_multiplier"")",,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
"Multiplier.add(""wild_config"")",,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
wild_config = new java.util.ArrayList(),,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
"wild_config.add(""index"")",,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
"wild_config.add(""value"")",,,,2019-08-10 23:54:38,2019-08-10 23:54:38,0.001s,PASSED
"sendRequestAndVerify(findTestObject(""Wallet/Get_Session_Token"", [""url_krug_gw"":url_krug_gw, ""partner"":Partner, ""secret_key"":secret_key, ""userid"":Userid]))",,,,2019-08-10 23:54:38,2019-08-10 23:54:41,2.420s,PASSED
"M4_login = sendRequestAndVerify(findTestObject(""RGS(M4)/M4_Login"", [""partner"":Partner, ""game_code"":Game_code, ""session_token"":session_token]))",,,,2019-08-10 23:54:41,2019-08-10 23:54:42,1.108s,PASSED
M4_login_user_id = M4_login_user_id,,,,2019-08-10 23:54:42,2019-08-10 23:54:42,0.001s,PASSED
"M4_init = sendRequestAndVerify(findTestObject(""RGS(M4)/M4_init"", [""partner"":Partner, ""M4_recorder"":M4_recorder, ""M4_login_user_id"":M4_login_user_id]))",,,,2019-08-10 23:54:42,2019-08-10 23:54:42,0.411s,PASSED
rgs_session_token = rgs_session_token,,,,2019-08-10 23:54:42,2019-08-10 23:54:42,0.000s,PASSED
"for ([i = 0, i <= 500, (i++)])",,,,2019-08-10 23:54:42,2019-08-11 00:00:37,5m - 55.187s,PASSED
"sendRequestAndVerify(findTestObject(""RGS(M4)/1_Round_detail"", [""partner"":Partner, ""M4_spin_round_id"":M4_spin_round_id]))",,,,2019-08-11 00:00:37,2019-08-11 00:00:38,0.869s,PASSED
M4_round_features_triggered = M4_round_features_triggered,,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
wildMultiplierIndex = -1,,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
wildMultiplierFeatureStateKeys = null,,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
"for ([i = 0, i < M4_round_features_triggered.size(), (i++)])",,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.002s,PASSED
println(wildMultiplierIndex),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
println(wildMultiplierFeatureStateKeys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
println(wildMultiplierWildConfigeKeys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
multi_keys = new java.util.ArrayList(wildMultiplierFeatureStateKeys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
wildConfig_keys = new java.util.ArrayList(wildMultiplierWildConfigeKeys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
Collections.sort(multi_keys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.003s,PASSED
Collections.sort(Multiplier),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
Collections.sort(wildConfig_keys),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
Collections.sort(wild_config),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
"println(""multi_keys is:"" + multi_keys)",,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
"println(""Multiplier is:"" + Multiplier)",,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
"println(""wildConfig_keys is: "" + wildConfig_keys)",,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
"println(""wild_config is:"" + wild_config)",,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.000s,PASSED
assert multi_keys.equals(Multiplier),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
assert wildConfig_keys.equals(wild_config),,,,2019-08-11 00:00:38,2019-08-11 00:00:38,0.001s,PASSED
"callTestCase(findTestCase(""M4-Game/Super_Wild/backup/compare_values/4_specific_Multiplier_verify_value_call_test_case""), [""Partner"":Partner, ""Userid"":Userid, ""Game_code"":Game_code, ""url_krug_gw"":url_krug_gw, ""secret_key"":secret_key, ""M4_recorder"":M4_recorder])",,,,2019-08-11 00:00:38,2019-08-11 00:00:41,2.425s,PASSED
