Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
superWild_6,,,,2019-08-24 13:17:57,2019-08-24 13:19:00,1m - 2.913s,INCOMPLETE
,,,,,,,
Test Cases/INT_env/6_Normal_CALL,,"https://staroad.atlassian.net/wiki/spaces/IPD/pages/461176986/NuRgs+API+Features+Use-case+M4-0012+Super+Wilds

#1 situation",,2019-08-24 13:17:57,2019-08-24 13:19:00,1m - 2.717s,PASSED
Normal = new java.util.ArrayList(),,,,2019-08-24 13:17:59,2019-08-24 13:17:59,0.001s,PASSED
"Normal.add(""type"")",,,,2019-08-24 13:17:59,2019-08-24 13:17:59,0.001s,PASSED
"Normal.add(""complete"")",,,,2019-08-24 13:17:59,2019-08-24 13:17:59,0.001s,PASSED
"Normal.add(""feature_state"")",,,,2019-08-24 13:17:59,2019-08-24 13:17:59,0.001s,PASSED
"sendRequestAndVerify(findTestObject(""INT/Wallet/Get_Session_Token"", [""url_krug_gw"":url_krug_gw, ""partner"":Partner, ""secret_key"":secret_key, ""userid"":Userid]))",,,,2019-08-24 13:17:59,2019-08-24 13:18:02,3.638s,PASSED
"M4_login = sendRequestAndVerify(findTestObject(""INT/RGS(M4)/M4_Login"", [""partner"":Partner, ""game_code"":Game_code, ""session_token"":session_token]))",,,,2019-08-24 13:18:02,2019-08-24 13:18:03,1.100s,PASSED
M4_login_user_id = M4_login_user_id,,,,2019-08-24 13:18:03,2019-08-24 13:18:03,0.000s,PASSED
"M4_init = sendRequestAndVerify(findTestObject(""INT/RGS(M4)/M4_init"", [""partner"":Partner, ""gameId"":gameId, ""M4_login_user_id"":M4_login_user_id]))",,,,2019-08-24 13:18:03,2019-08-24 13:18:04,0.590s,PASSED
rgs_session_token = rgs_session_token,,,,2019-08-24 13:18:04,2019-08-24 13:18:04,0.000s,PASSED
"for ([i = 0, i <= 1000, (i++)])",,,,2019-08-24 13:18:04,2019-08-24 13:18:50,46.139s,PASSED
"sendRequestAndVerify(findTestObject(""INT/RGS(M4)/1_Round_detail"", [""partner"":Partner, ""M4_spin_round_id"":M4_spin_round_id]))",,,,2019-08-24 13:18:50,2019-08-24 13:18:57,6.926s,PASSED
M4_round_features_triggered = M4_round_features_triggered,,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
wildNormalIndex = -1,,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.001s,PASSED
wildNormalFeatureStateKeys = null,,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
"for ([i = 0, i < M4_round_features_triggered.size(), (i++)])",,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.002s,PASSED
println(wildNormalIndex),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
println(wildNormalFeatureStateKeys),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
Normal_keys = new java.util.ArrayList(wildNormalFeatureStateKeys),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
Collections.sort(Normal_keys),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.003s,PASSED
Collections.sort(Normal),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.001s,PASSED
"println(""Normal_keys is:"" + Normal_keys)",,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
"println(""Normal is:"" + Normal)",,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.000s,PASSED
assert Normal_keys.equals(Normal),,,,2019-08-24 13:18:57,2019-08-24 13:18:57,0.002s,PASSED
"callTestCase(findTestCase(""INT_env/compare_values/6_Normal_verify_value""), [""Partner"":Partner, ""Userid"":Userid, ""Game_code"":Game_code, ""url_krug_gw"":url_krug_gw, ""secret_key"":secret_key, ""gameId"":gameId, ... ])",,,,2019-08-24 13:18:57,2019-08-24 13:19:00,2.968s,PASSED
