Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
superWild_2,,,,2019-08-23 16:05:11,2019-08-23 16:06:20,1m - 9.248s,INCOMPLETE
,,,,,,,
Test Cases/INT_env/2_reel_wins_CALL,,"https://staroad.atlassian.net/wiki/spaces/IPD/pages/461176986/NuRgs+API+Features+Use-case+M4-0012+Super+Wilds

#1 situation",,2019-08-23 16:05:11,2019-08-23 16:06:20,1m - 9.058s,PASSED
reel_wins = new java.util.ArrayList(),,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.001s,PASSED
"reel_wins[0] = ""line_config""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.003s,PASSED
"reel_wins[1] = ""line_number""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.000s,PASSED
"reel_wins[2] = ""of_kind""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.001s,PASSED
"reel_wins[3] = ""prize""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.001s,PASSED
"reel_wins[4] = ""right_to_left""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.000s,PASSED
"reel_wins[5] = ""symbol""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.000s,PASSED
"reel_wins[6] = ""wild_win""",,,,2019-08-23 16:05:12,2019-08-23 16:05:12,0.000s,PASSED
"sendRequestAndVerify(findTestObject(""INT/Wallet/Get_Session_Token"", [""url_krug_gw"":url_krug_gw, ""partner"":Partner, ""secret_key"":secret_key, ""userid"":Userid]))",,,,2019-08-23 16:05:12,2019-08-23 16:05:15,2.973s,PASSED
"M4_login = sendRequestAndVerify(findTestObject(""INT/RGS(M4)/M4_Login"", [""partner"":Partner, ""game_code"":Game_code, ""session_token"":session_token]))",,,,2019-08-23 16:05:15,2019-08-23 16:05:16,0.959s,PASSED
M4_login_user_id = M4_login_user_id,,,,2019-08-23 16:05:16,2019-08-23 16:05:16,0.000s,PASSED
"M4_init = sendRequestAndVerify(findTestObject(""INT/RGS(M4)/M4_init"", [""partner"":Partner, ""M4_recorder"":M4_recorder, ""M4_login_user_id"":M4_login_user_id]))",,,,2019-08-23 16:05:16,2019-08-23 16:05:17,0.405s,PASSED
rgs_session_token = rgs_session_token,,,,2019-08-23 16:05:17,2019-08-23 16:05:17,0.001s,PASSED
"for ([i = 0, i <= 500, (i++)])",,,,2019-08-23 16:05:17,2019-08-23 16:06:15,58.774s,PASSED
"sendRequestAndVerify(findTestObject(""INT/RGS(M4)/2_Round_detail"", [""partner"":Partner, ""M4_spin_round_id"":M4_spin_round_id]))",,,,2019-08-23 16:06:15,2019-08-23 16:06:16,0.492s,PASSED
M4_round_All_keys = M4_round_reel_wins.keySet(),,,,2019-08-23 16:06:16,2019-08-23 16:06:16,0.001s,PASSED
listofKeys = new java.util.ArrayList(M4_round_All_keys),,,,2019-08-23 16:06:16,2019-08-23 16:06:16,0.000s,PASSED
"println(""listofKeys is: "" + listofKeys)",,,,2019-08-23 16:06:16,2019-08-23 16:06:16,0.001s,PASSED
"println(""reel_wins_list"" + reel_wins)",,,,2019-08-23 16:06:16,2019-08-23 16:06:16,0.000s,PASSED
assert reel_wins.equals(listofKeys),,,,2019-08-23 16:06:16,2019-08-23 16:06:16,0.002s,PASSED
"callTestCase(findTestCase(""INT_env/compare_values/2_reel_wins_verify_value""), [""Partner"":Partner, ""Userid"":Userid, ""Game_code"":Game_code, ""url_krug_gw"":url_krug_gw, ""secret_key"":secret_key, ""M4_recorder"":M4_recorder])",,,,2019-08-23 16:06:16,2019-08-23 16:06:20,4.162s,PASSED
