Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
2_reel_wins,,,,2019-08-15 16:10:23,2019-08-15 16:10:31,8.223s,INCOMPLETE
,,,,,,,
Test Cases/STG_env/2_reel_wins_CALL,,"https://staroad.atlassian.net/wiki/spaces/IPD/pages/461176986/NuRgs+API+Features+Use-case+M4-0012+Super+Wilds

#1 situation",,2019-08-15 16:10:23,2019-08-15 16:10:31,7.992s,PASSED
reel_wins = new java.util.ArrayList(),,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"reel_wins[0] = ""line_config""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.003s,PASSED
"reel_wins[1] = ""line_number""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"reel_wins[2] = ""of_kind""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"reel_wins[3] = ""prize""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.000s,PASSED
"reel_wins[4] = ""right_to_left""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"reel_wins[5] = ""symbol""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"reel_wins[6] = ""wild_win""",,,,2019-08-15 16:10:25,2019-08-15 16:10:25,0.001s,PASSED
"sendRequestAndVerify(findTestObject(""STG/Wallet/Get_Session_Token"", [""url_krug_gw"":url_krug_gw, ""partner"":Partner, ""secret_key"":secret_key, ""userid"":Userid]))",,,,2019-08-15 16:10:25,2019-08-15 16:10:27,2.568s,PASSED
"M4_login = sendRequestAndVerify(findTestObject(""STG/RGS(M4)/M4_Login"", [""partner"":Partner, ""game_code"":Game_code, ""session_token"":session_token]))",,,,2019-08-15 16:10:27,2019-08-15 16:10:28,0.583s,PASSED
M4_login_user_id = M4_login_user_id,,,,2019-08-15 16:10:28,2019-08-15 16:10:28,0.000s,PASSED
"M4_init = sendRequestAndVerify(findTestObject(""STG/RGS(M4)/M4_init"", [""partner"":Partner, ""M4_recorder"":M4_recorder, ""M4_login_user_id"":M4_login_user_id]))",,,,2019-08-15 16:10:28,2019-08-15 16:10:28,0.306s,PASSED
rgs_session_token = rgs_session_token,,,,2019-08-15 16:10:28,2019-08-15 16:10:28,0.000s,PASSED
"for ([i = 0, i <= 500, (i++)])",,,,2019-08-15 16:10:28,2019-08-15 16:10:29,0.846s,PASSED
"sendRequestAndVerify(findTestObject(""STG/RGS(M4)/2_Round_detail"", [""partner"":Partner, ""M4_spin_round_id"":M4_spin_round_id]))",,,,2019-08-15 16:10:29,2019-08-15 16:10:30,0.778s,PASSED
M4_round_All_keys = M4_round_reel_wins.keySet(),,,,2019-08-15 16:10:30,2019-08-15 16:10:30,0.000s,PASSED
listofKeys = new java.util.ArrayList(M4_round_All_keys),,,,2019-08-15 16:10:30,2019-08-15 16:10:30,0.000s,PASSED
"println(""listofKeys is: "" + listofKeys)",,,,2019-08-15 16:10:30,2019-08-15 16:10:30,0.001s,PASSED
"println(""reel_wins_list"" + reel_wins)",,,,2019-08-15 16:10:30,2019-08-15 16:10:30,0.000s,PASSED
assert reel_wins.equals(listofKeys),,,,2019-08-15 16:10:30,2019-08-15 16:10:30,0.002s,PASSED
"callTestCase(findTestCase(""STG_env/compare_values/2_reel_wins_verify_value""), [""Partner"":Partner, ""Userid"":Userid, ""Game_code"":Game_code, ""url_krug_gw"":url_krug_gw, ""secret_key"":secret_key, ""M4_recorder"":M4_recorder])",,,,2019-08-15 16:10:30,2019-08-15 16:10:31,1.514s,PASSED
